42,IN-2014-37320,2021-11-11,2021-11-15,61,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
43,IN-2014-76016,2021-09-26,2021-09-28,613,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
44,ES-2012-5877219,2019-12-13,2019-12-17,250,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
45,IT-2011-3183678,2018-09-23,2018-09-25,623,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
46,CA-2011-116904,2018-09-23,2018-09-28,522,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
47,IT-2013-3085011,2020-03-08,2020-03-08,204,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,74001.98,2,37000.99
48,IN-2014-50473,2021-08-28,2021-08-29,36,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
49,IN-2014-35983,2021-05-01,2021-05-01,569,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
50,MX-2014-126984,2021-12-18,2021-12-20,298,SNK-2,Sneakers,Balenciaga Street Wear,19999.98,2,9999.99
51,US-2012-163825,2019-06-16,2019-06-19,354,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
52,IR-2014-8540,2021-09-18,2021-09-21,587,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
53,US-2014-135013,2021-07-25,2021-07-25,267,SNK-1,Sneakers,StockX Air Jordan 1 Colette,39999.98,2,19999.99
54,IN-2011-10286,2018-12-17,2018-12-20,454,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
55,MZ-2013-3690,2020-12-18,2020-12-18,168,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
56,IN-2012-66342,2019-05-30,2019-05-31,538,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
57,CA-2012-111829,2019-03-19,2019-03-20,231,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
58,IN-2012-48240,2019-05-25,2019-05-28,245,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
59,IN-2014-61792,2021-08-05,2021-08-06,420,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,74001.98,2,37000.99
60,CA-2014-129021,2021-08-24,2021-08-27,468,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
61,IN-2014-75470,2021-03-11,2021-03-13,153,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
62,CA-2012-114811,2019-11-08,2019-11-08,336,SNK-2,Sneakers,Balenciaga Street Wear,19999.98,2,9999.99
63,ES-2014-4673578,2021-08-11,2021-08-16,413,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
64,IT-2013-3376681,2020-08-31,2020-09-03,333,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
65,IN-2014-66615,2021-01-18,2021-01-23,163,SNK-1,Sneakers,StockX Air Jordan 1 Colette,39999.98,2,19999.99
66,CA-2013-143805,2020-12-02,2020-12-04,283,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
67,IT-2014-4540740,2021-12-07,2021-12-08,177,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
68,IN-2014-11231,2021-12-16,2021-12-19,148,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
69,MX-2014-154907,2021-11-20,2021-11-20,223,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
70,UP-2011-8610,2018-11-09,2018-11-11,203,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
71,IN-2013-40050,2020-06-07,2020-06-09,43,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,74001.98,2,37000.99
72,MX-2011-110275,2018-11-22,2018-11-23,561,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
73,CG-2013-6110,2020-03-29,2020-03-31,92,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
74,IN-2014-30110,2021-08-26,2021-08-27,352,SNK-2,Sneakers,Balenciaga Street Wear,19999.98,2,9999.99
75,ES-2012-2058076,2019-09-20,2019-09-22,6,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
76,IN-2014-51950,2021-05-16,2021-05-18,298,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
77,CA-2012-145352,2019-03-16,2019-03-22,135,SNK-1,Sneakers,StockX Air Jordan 1 Colette,39999.98,2,19999.99
78,ES-2013-4670866,2020-11-24,2020-11-25,58,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
79,IN-2011-62506,2018-11-09,2018-11-11,572,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
80,IN-2011-46413,2018-10-28,2018-10-28,501,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
81,ES-2014-3785216,2021-11-19,2021-11-23,257,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
82,MO-2014-2000,2021-10-28,2021-10-30,198,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
83,CA-2014-138289,2021-01-17,2021-01-19,39,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,74001.98,2,37000.99
84,CA-2014-118892,2021-08-18,2021-08-23,595,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
85,ES-2013-1434123,2020-01-29,2020-02-05,278,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
86,ID-2012-78207,2019-09-18,2019-09-21,34,SNK-2,Sneakers,Balenciaga Street Wear,19999.98,2,9999.99
87,MO-2013-8630,2020-11-23,2020-11-23,7,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
88,IN-2012-64774,2019-06-13,2019-06-13,505,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
89,IN-2013-48765,2020-10-28,2020-10-31,68,SNK-1,Sneakers,StockX Air Jordan 1 Colette,39999.98,2,19999.99
90,IN-2013-69730,2020-12-12,2020-12-14,312,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
91,IN-2012-48240,2019-05-25,2019-05-28,245,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
92,US-2013-102239,2020-05-06,2020-05-07,370,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
93,ES-2013-3467296,2020-12-02,2020-12-02,448,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
94,CA-2014-6550,2021-12-23,2021-12-25,563,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
95,ID-2013-25742,2020-01-28,2020-01-30,529,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,74001.98,2,37000.99
96,IN-2012-86698,2019-05-07,2019-05-07,431,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
97,ES-2013-2903666,2020-11-27,2020-11-29,435,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
98,IN-2012-30446,2019-11-28,2019-12-02,448,SNK-2,Sneakers,Balenciaga Street Wear,19999.98,2,9999.99
99,IT-2012-1779015,2019-09-29,2019-09-29,464,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
100,ES-2013-3903130,2020-09-03,2020-09-05,425,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
101,CG-2013-3470,2020-07-26,2020-08-01,265,SNK-1,Sneakers,StockX Air Jordan 1 Colette,39999.98,2,19999.99
102,IN-2014-13639,2021-11-19,2021-11-25,512,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
103,ES-2012-2510515,2019-06-19,2019-06-19,362,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
104,MX-2012-153157,2019-10-11,2019-10-14,231,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
105,ES-2011-2585328,2018-08-09,2018-08-11,343,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
106,ES-2011-4500805,2018-11-05,2018-11-09,469,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
107,CA-2014-107174,2021-11-07,2021-11-14,4,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,74001.98,2,37000.99
108,MX-2013-113824,2020-04-26,2020-04-28,4,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
109,IN-2013-45076,2020-12-26,2020-12-26,161,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
110,IT-2013-5208514,2020-03-13,2020-03-13,614,SNK-2,Sneakers,Balenciaga Street Wear,19999.98,2,9999.99
111,US-2013-107440,2020-04-17,2020-04-21,81,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
112,ES-2012-2314672,2019-04-05,2019-04-05,191,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
113,ES-2012-4765389,2019-12-26,2019-12-28,441,SNK-1,Sneakers,StockX Air Jordan 1 Colette,39999.98,2,19999.99
114,IN-2013-15368,2020-04-18,2020-04-19,354,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
115,IN-2011-18385,2018-05-24,2018-05-26,503,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
116,CA-2012-149846,2019-05-22,2019-05-26,517,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
117,ES-2013-2757712,2020-05-16,2020-05-20,221,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
118,CA-2011-106726,2018-12-06,2018-12-08,511,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
119,IT-2011-1978668,2018-02-16,2018-02-19,449,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,74001.98,2,37000.99
120,IN-2013-63773,2020-05-31,2020-06-02,617,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
121,IN-2013-10965,2020-10-01,2020-10-02,131,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
122,CA-2011-145541,2018-12-14,2018-12-21,580,SNK-2,Sneakers,Balenciaga Street Wear,19999.98,2,9999.99
123,CA-2013-117121,2020-12-18,2020-12-22,5,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
124,ID-2013-79432,2020-12-11,2020-12-14,301,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
125,IT-2014-4499061,2021-03-18,2021-03-21,505,SNK-1,Sneakers,StockX Air Jordan 1 Colette,39999.98,2,19999.99
126,IN-2014-34226,2021-12-19,2021-12-20,202,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
127,CA-2011-136567,2018-12-20,2018-12-21,475,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
128,CA-2013-143714,2020-05-24,2020-05-28,105,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
129,CA-2011-151330,2018-10-14,2018-10-17,586,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
130,MX-2014-158386,2021-09-18,2021-09-18,242,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
131,IN-2013-30663,2020-11-25,2020-11-27,566,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,74001.98,2,37000.99
132,IN-2013-77444,2020-11-07,2020-11-10,402,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
133,IN-2014-39077,2021-07-19,2021-07-23,305,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
134,ID-2012-60980,2019-08-16,2019-08-16,223,SNK-2,Sneakers,Balenciaga Street Wear,19999.98,2,9999.99
135,CA-2013-128594,2020-08-27,2020-08-30,173,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
136,IN-2012-57025,2019-01-11,2019-01-15,464,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
137,MX-2013-157868,2020-01-28,2020-01-30,47,SNK-1,Sneakers,StockX Air Jordan 1 Colette,39999.98,2,19999.99
138,ID-2012-66111,2019-06-14,2019-06-17,3,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
139,CA-2011-120474,2018-12-01,2018-12-03,506,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
140,CA-2013-100300,2020-06-25,2020-06-27,398,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
141,MX-2012-164791,2019-12-06,2019-12-08,476,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
142,IT-2013-1350483,2020-09-05,2020-09-07,518,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
143,SO-2014-4990,2021-09-18,2021-09-20,547,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,74001.98,2,37000.99
144,CA-2014-149559,2021-09-12,2021-09-13,337,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
145,IN-2012-30943,2019-08-03,2019-08-08,338,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
146,IN-2014-13324,2021-12-09,2021-12-11,408,SNK-2,Sneakers,Balenciaga Street Wear,19999.98,2,9999.99
147,IN-2012-46889,2019-10-25,2019-10-28,361,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
148,CA-2012-114069,2019-07-13,2019-07-15,434,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
149,ID-2013-35640,2020-08-27,2020-08-29,144,SNK-1,Sneakers,StockX Air Jordan 1 Colette,39999.98,2,19999.99
150,IN-2011-30292,2018-05-13,2018-05-17,431,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
151,IT-2011-3675195,2018-11-03,2018-11-06,243,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
152,ES-2014-2034971,2021-08-02,2021-08-03,481,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
153,ES-2011-1426891,2018-09-20,2018-09-22,161,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
154,CA-2014-159366,2021-01-08,2021-01-11,93,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
155,IN-2013-14773,2020-03-11,2020-03-15,493,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,74001.98,2,37000.99
156,ES-2012-4934238,2019-02-02,2019-02-05,298,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
157,CA-2013-108987,2020-09-09,2020-09-11,19,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
158,MX-2014-111941,2021-04-09,2021-04-13,188,SNK-2,Sneakers,Balenciaga Street Wear,19999.98,2,9999.99
159,US-2013-143819,2020-03-02,2020-03-06,334,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
160,MX-2014-152961,2021-03-19,2021-03-21,57,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
161,IN-2013-17041,2020-10-02,2020-10-04,554,SNK-1,Sneakers,StockX Air Jordan 1 Colette,39999.98,2,19999.99
162,ES-2013-4679331,2020-01-12,2020-01-15,175,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
163,SA-2014-1270,2021-08-20,2021-08-25,356,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
164,IN-2011-10286,2018-12-17,2018-12-20,454,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
165,IN-2014-12897,2021-03-14,2021-03-18,117,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
166,CA-2013-134887,2020-03-26,2020-03-26,579,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
167,ID-2014-10076,2021-07-09,2021-07-13,259,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,74001.98,2,37000.99
168,ID-2013-70122,2020-06-11,2020-06-15,13,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
169,ES-2011-2257437,2018-08-10,2018-08-17,76,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
170,ID-2014-63920,2021-03-17,2021-03-21,2,SNK-2,Sneakers,Balenciaga Street Wear,19999.98,2,9999.99
171,ID-2013-29564,2020-01-02,2020-01-03,500,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
172,CA-2013-108196,2020-11-26,2020-12-03,155,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
173,ID-2012-36403,2019-10-10,2019-10-11,568,SNK-1,Sneakers,StockX Air Jordan 1 Colette,39999.98,2,19999.99
174,CA-2014-127180,2021-10-23,2021-10-25,573,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
175,IN-2011-19351,2018-06-17,2018-06-19,93,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
176,ES-2014-5842530,2021-04-03,2021-04-05,621,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
177,MX-2011-137897,2018-05-17,2018-05-20,314,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
178,BO-2014-8960,2021-02-11,2021-02-15,426,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
179,ES-2013-2220066,2020-10-12,2020-10-12,292,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,74001.98,2,37000.99
180,CA-2011-127299,2018-09-19,2018-09-24,309,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
181,UP-2014-4500,2021-07-17,2021-07-19,174,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
182,ES-2014-2440513,2021-11-22,2021-11-28,387,SNK-2,Sneakers,Balenciaga Street Wear,19999.98,2,9999.99
183,IT-2011-5629016,2018-05-30,2018-06-02,586,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
184,CA-2014-133263,2021-04-01,2021-04-03,287,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
185,IN-2014-65488,2021-07-17,2021-07-20,141,SNK-1,Sneakers,StockX Air Jordan 1 Colette,39999.98,2,19999.99
186,ES-2014-5530354,2021-08-29,2021-09-03,212,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
187,IN-2012-23782,2019-12-26,2019-12-26,429,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
188,IN-2014-37320,2021-11-11,2021-11-15,61,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
189,ID-2013-31720,2020-05-01,2020-05-04,324,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
190,ES-2011-1712442,2018-08-16,2018-08-21,33,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
191,IN-2014-78900,2021-12-03,2021-12-07,291,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,74001.98,2,37000.99
192,IN-2013-37803,2020-06-25,2020-06-29,3,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
193,ES-2013-3939561,2020-01-21,2020-01-24,296,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
194,CA-2013-138478,2020-10-22,2020-10-27,197,SNK-2,Sneakers,Balenciaga Street Wear,19999.98,2,9999.99
195,IN-2014-56808,2021-07-12,2021-07-14,16,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
196,US-2013-116729,2020-12-26,2020-12-29,241,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
197,ES-2014-1972860,2021-09-01,2021-09-01,436,SNK-1,Sneakers,StockX Air Jordan 1 Colette,39999.98,2,19999.99
198,CA-2011-119375,2018-11-17,2018-11-22,621,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
199,IN-2011-64326,2018-06-07,2018-06-11,199,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
200,ES-2011-3259196,2018-10-13,2018-10-13,428,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
201,IN-2013-48184,2020-06-10,2020-06-10,440,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
202,IN-2014-77017,2021-12-13,2021-12-17,573,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
203,CA-2014-150091,2021-10-13,2021-10-17,443,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,74001.98,2,37000.99
204,ID-2014-31363,2021-06-10,2021-06-11,526,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
205,SF-2011-6380,2018-02-15,2018-02-16,451,SNK-1,Sneakers,StockX Air Jordan 1 Colette,19999.99,1,19999.99
206,ES-2013-1692384,2020-11-28,2020-12-04,484,SNK-2,Sneakers,Balenciaga Street Wear,19999.98,2,9999.99
207,CA-2014-165323,2021-06-18,2021-06-22,557,SNK-3,Sneakers,Eminem X Carhart Air Jordan 4,37000.99,1,37000.99
208,CA-2013-168354,2020-09-20,2020-09-22,495,SNK-4,Sneakers,Nike Dunk High Pro SB Flom,1000000,1,1000000
209,US-2011-158554,2018-08-09,2018-08-09,358,SNK-1,Sneakers,StockX Air Jordan 1 Colette,39999.98,2,19999.99
210,CA-2011-141796,2018-06-21,2018-06-21,297,SNK-2,Sneakers,Balenciaga Street Wear,9999.99,1,9999.99
